#"+ Scan (rt: 4.163-4.411 min, 16 scans) MDM2C F86.d  Deconvoluted (Isotope Width=1.0)"
#Point,X(Daltons),Y(Counts)
801,2400.50,0.0274142231792212
802,2401.00,0.0300192590802908
803,2401.50,0.0294549781829119
804,2402.00,0.0267579201608896
805,2402.50,0.0222427826374769
806,2403.00,0.0216972939670086
807,2403.50,0.0175458267331123
808,2404.00,0.0047262660227716
809,2404.50,0.0006382922292687
810,2405.00,0.000237588479649276
811,2405.50,0.000283743545878679
812,2406.00,0.000636858923826367
813,2406.50,0.00284667732194066
814,2407.00,0.0139583488926291
815,2407.50,0.0369204543530941
816,2408.00,0.0405948124825954
817,2408.50,0.0239917449653149
818,2409.00,0.0113387322053313
819,2409.50,0.00412051845341921
820,2410.00,0.00142714229878038
821,2410.50,0.00109628704376519
822,2411.00,0.00233634631149471
823,2411.50,0.00538265984505415
824,2412.00,0.00668572587892413
825,2412.50,0.00631051324307919
826,2413.00,0.0067906235344708
827,2413.50,0.00762355513870716
828,2414.00,0.00742402346804738
829,2414.50,0.00645275786519051
830,2415.00,0.00622441666200757
831,2415.50,0.0070922588929534
832,2416.00,0.00755993695929646
833,2416.50,0.00540815619751811
834,2417.00,0.00292475009337068
835,2417.50,0.00247637508437037
836,2418.00,0.00578683987259865
837,2418.50,0.0148441968485713
838,2419.00,0.0183523129671812
839,2419.50,0.0189903974533081
840,2420.00,0.018544364720583
841,2420.50,0.0146369254216552
842,2421.00,0.0180059764534235
843,2421.50,0.0361717157065868
844,2422.00,0.0856106802821159
845,2422.50,0.150748059153557
846,2423.00,0.116195537149906
